,coffee_id,species,country_of_origin,continent,total_cup_points,cupper_points,aroma,flavor,aftertaste,acidity,body,balance,high_quality
807,808,Arabica,Brazil,South America,82.0,7.67,7.33,7.67,7.42,7.17,7.33,7.42,0
808,809,Arabica,Mexico,North America,82.0,7.42,7.67,7.33,7.25,7.5,7.42,7.42,0
809,810,Arabica,Brazil,South America,82.0,7.42,7.42,7.5,7.33,7.5,7.33,7.5,0
810,811,Arabica,Brazil,South America,82.0,7.42,7.42,7.5,7.25,7.5,7.5,7.42,0
811,812,Arabica,Guatemala,North America,82.0,7.17,7.33,7.33,7.33,7.5,7.67,7.67,0
812,813,Arabica,Brazil,South America,82.0,7.33,7.58,7.5,7.17,7.5,7.5,7.42,0
813,814,Arabica,Guatemala,North America,82.0,7.42,7.75,7.33,7.33,7.42,7.75,7.67,0
814,815,Arabica,Colombia,South America,82.0,8.0,7.33,7.0,7.08,7.42,7.5,7.67,0
815,816,Arabica,Guatemala,North America,81.92,7.58,7.58,7.5,7.25,7.58,7.58,7.5,0
816,817,Arabica,Guatemala,North America,81.92,7.42,7.5,7.5,7.25,7.42,7.42,7.42,0
817,818,Arabica,Honduras,North America,81.92,7.33,7.58,7.5,7.25,7.33,7.42,7.5,0
818,819,Arabica,Brazil,South America,81.92,7.5,7.42,7.33,7.33,7.5,7.5,7.33,0
819,820,Arabica,El Salvador,North America,81.92,7.33,7.67,7.58,7.33,7.5,7.5,7.67,0
820,821,Arabica,Guatemala,North America,81.92,7.25,7.58,7.58,7.17,7.83,7.17,7.33,0
821,822,Arabica,Tanzania,Africa,81.92,7.42,7.33,7.33,7.33,7.42,7.5,7.58,0
822,823,Arabica,Nicaragua,North America,81.92,7.33,7.58,7.42,7.25,7.17,7.5,7.67,0
823,824,Arabica,Zambia,Africa,81.92,7.25,7.67,7.08,7.42,7.33,7.75,7.42,0
824,825,Arabica,Honduras,North America,81.92,7.42,7.42,7.33,7.33,7.58,7.33,7.5,0
825,826,Arabica,Taiwan,Asia,81.92,7.25,7.5,7.5,7.42,7.25,7.5,7.5,0
826,827,Arabica,Mexico,North America,81.92,7.25,7.58,7.5,7.25,7.58,7.5,7.25,0
827,828,Arabica,Mexico,North America,81.92,7.42,7.5,7.5,7.25,7.25,7.5,7.5,0
828,829,Arabica,Mexico,North America,81.92,7.58,7.5,7.42,7.25,7.5,7.33,7.33,0
829,830,Arabica,Mexico,North America,81.92,7.5,7.33,7.58,7.17,7.58,7.42,7.33,0
830,831,Arabica,Mexico,North America,81.92,7.33,7.67,7.42,7.33,7.83,7.5,7.5,0
831,832,Arabica,Brazil,South America,81.92,7.33,7.42,7.58,7.25,7.5,7.33,7.5,0
832,833,Arabica,Colombia,South America,81.92,7.33,7.67,7.33,7.33,7.58,7.33,7.33,0
833,834,Arabica,Guatemala,North America,81.83,7.42,7.42,7.5,7.25,7.5,7.33,7.42,0
834,835,Arabica,Costa Rica,North America,81.83,7.33,7.25,7.33,7.5,7.33,7.67,7.42,0
835,836,Arabica,Brazil,South America,81.83,7.33,7.42,7.5,7.42,7.5,7.42,7.25,0
836,837,Arabica,Indonesia,Asia,81.83,5.17,7.75,7.83,7.58,7.75,7.92,7.83,0
837,838,Arabica,Guatemala,North America,81.83,7.17,7.58,7.5,7.33,7.42,7.58,7.25,0
838,839,Arabica,Brazil,South America,81.83,7.75,7.17,7.58,6.83,7.5,7.75,7.25,0
839,840,Arabica,Brazil,South America,81.83,8.25,7.58,7.0,6.92,6.92,7.67,7.5,0
840,841,Arabica,Myanmar,Asia,81.83,7.33,7.33,7.58,7.5,7.42,7.33,7.33,0
841,842,Arabica,Mexico,North America,81.83,7.42,7.58,7.5,7.33,7.5,7.17,7.33,0
842,843,Arabica,Honduras,North America,81.83,7.33,7.5,7.5,7.33,7.5,7.42,7.25,0
843,844,Arabica,Costa Rica,North America,81.83,7.42,7.67,7.5,7.5,7.25,7.08,7.42,0
844,845,Arabica,Taiwan,Asia,81.83,7.33,7.67,7.33,7.17,7.25,7.75,7.33,0
845,846,Arabica,Indonesia,Asia,81.83,7.42,7.42,7.42,7.42,7.33,7.42,7.42,0
846,847,Arabica,Malawi,Africa,81.83,7.42,7.58,7.42,7.33,7.33,7.33,7.42,0
847,848,Arabica,Brazil,South America,81.83,7.33,7.33,7.58,7.25,7.17,7.83,7.33,0
848,849,Arabica,Honduras,North America,81.83,7.5,7.5,7.5,7.33,7.33,7.33,7.33,0
849,850,Arabica,Mexico,North America,81.83,7.5,7.42,7.42,7.25,7.5,7.33,7.42,0
850,851,Arabica,Colombia,South America,81.83,7.33,7.5,7.5,7.0,7.42,7.5,7.58,0
851,852,Arabica,United States of America,North America,81.83,8.0,7.83,7.83,7.83,8.0,7.83,7.83,0
852,853,Arabica,Brazil,South America,81.83,7.83,7.75,7.75,7.5,7.42,7.83,7.75,0
853,854,Arabica,Guatemala,North America,81.83,7.5,7.83,7.67,7.33,7.33,7.67,7.83,0
854,855,Arabica,Mexico,North America,81.83,7.25,7.83,7.33,7.25,7.58,7.25,7.33,0
855,856,Arabica,Mexico,North America,81.83,7.42,7.33,7.33,7.25,7.5,7.5,7.5,0
856,857,Arabica,Brazil,South America,81.83,7.33,7.33,7.67,7.25,7.5,7.5,7.25,0
857,858,Arabica,Colombia,South America,81.83,7.33,7.58,7.5,7.17,7.58,7.33,7.33,0
858,859,Arabica,United States of America,North America,81.83,7.33,7.25,7.58,7.83,7.67,7.75,7.75,0
859,860,Arabica,Guatemala,North America,81.75,7.33,7.5,7.5,7.25,7.42,7.42,7.33,0
860,861,Arabica,Vietnam,Asia,81.75,8.0,7.0,7.08,7.33,7.5,7.5,7.33,0
861,862,Arabica,Tanzania,Africa,81.75,7.42,7.42,7.42,7.42,7.42,7.33,7.33,0
862,863,Arabica,Brazil,South America,81.75,7.25,7.17,7.25,7.17,7.25,7.42,8.25,0
863,864,Arabica,Mexico,North America,81.75,7.5,7.5,7.5,7.33,7.42,7.25,7.25,0
864,865,Arabica,Mexico,North America,81.75,7.25,7.42,7.5,7.17,7.67,7.33,7.42,0
865,866,Arabica,Mexico,North America,81.75,7.25,7.42,7.5,7.33,7.58,7.33,7.33,0
866,867,Arabica,Mexico,North America,81.75,7.33,7.33,7.42,7.33,7.67,7.42,7.25,0
867,868,Arabica,Mexico,North America,81.75,7.33,7.5,7.42,7.25,7.33,7.67,7.25,0
868,869,Arabica,Colombia,South America,81.75,7.17,7.33,7.42,7.33,7.33,7.5,7.67,0
869,870,Arabica,Colombia,South America,81.75,7.5,7.42,7.58,6.92,7.08,7.25,8.0,0
870,871,Arabica,Brazil,South America,81.67,7.25,7.42,7.5,7.25,7.5,7.5,7.25,0
871,872,Arabica,Guatemala,North America,81.67,7.58,7.42,7.42,7.08,7.42,7.33,7.42,0
872,873,Arabica,Guatemala,North America,81.67,7.33,7.42,7.33,7.17,7.67,7.33,7.42,0
873,874,Arabica,Honduras,North America,81.67,7.25,7.58,7.5,7.33,7.33,7.42,7.25,0
874,875,Arabica,Tanzania,Africa,81.67,7.58,7.17,7.33,7.33,7.42,7.5,7.33,0
875,876,Arabica,Nicaragua,North America,81.67,7.33,7.58,7.5,7.25,7.25,7.5,7.25,0
876,877,Arabica,Colombia,South America,81.67,7.67,7.75,7.75,7.75,7.67,5.25,7.83,0
877,878,Arabica,Brazil,South America,81.67,7.25,7.25,7.75,6.92,7.42,7.5,7.58,0
878,879,Arabica,Tanzania,Africa,81.67,7.33,7.42,7.33,7.25,7.42,7.5,7.42,0
879,880,Arabica,Tanzania,Africa,81.67,7.5,7.33,7.33,7.5,7.25,7.42,7.33,0
880,881,Arabica,Brazil,South America,81.67,7.33,7.25,7.42,7.25,7.5,7.5,7.42,0
881,882,Arabica,Indonesia,Asia,81.67,7.58,7.17,7.42,7.33,7.42,7.33,7.42,0
882,883,Arabica,Honduras,North America,81.67,7.5,7.5,7.33,7.5,7.5,7.17,7.17,0
883,884,Arabica,Costa Rica,North America,81.67,8.08,7.5,7.17,7.17,7.17,7.5,7.08,0
884,885,Arabica,Mexico,North America,81.67,7.42,7.42,7.42,7.67,8.0,7.58,7.5,0
885,886,Arabica,Taiwan,Asia,81.67,7.25,7.5,7.5,7.5,7.25,7.42,7.25,0
886,887,Arabica,Taiwan,Asia,81.67,7.25,7.58,7.42,7.33,7.42,7.33,7.33,0
887,888,Arabica,Mexico,North America,81.67,7.42,7.5,7.42,7.08,7.58,7.33,7.33,0
888,889,Arabica,Guatemala,North America,81.67,7.17,7.5,7.67,7.33,7.33,7.33,7.33,0
889,890,Arabica,Mexico,North America,81.67,7.58,7.25,7.67,7.58,7.67,7.67,7.58,0
890,891,Arabica,Mexico,North America,81.67,7.08,7.67,7.25,7.17,7.75,7.5,7.25,0
891,892,Arabica,Mexico,North America,81.67,7.17,7.5,7.42,7.33,7.42,7.42,7.42,0
892,893,Arabica,Mexico,North America,81.67,7.42,7.58,7.42,7.25,7.58,7.25,7.17,0
893,894,Arabica,Mexico,North America,81.67,7.67,7.75,7.58,7.25,7.17,7.58,7.33,0
894,895,Arabica,United States of America,North America,81.67,7.25,7.42,7.33,7.33,7.33,7.17,7.83,0
895,896,Arabica,Honduras,North America,81.58,7.33,7.5,7.42,7.08,7.42,7.5,7.33,0
896,897,Arabica,Guatemala,North America,81.58,7.42,7.42,7.42,7.08,7.5,7.42,7.33,0
897,898,Arabica,Taiwan,Asia,81.58,7.25,7.42,7.42,7.25,7.67,7.33,7.25,0
898,899,Arabica,Costa Rica,North America,81.58,7.25,7.58,7.42,7.5,7.17,7.08,7.58,0
899,900,Arabica,Tanzania,Africa,81.58,7.25,7.42,7.42,7.33,7.42,7.42,7.33,0
900,901,Arabica,Malawi,Africa,81.58,7.33,7.42,7.42,7.17,7.58,7.33,7.33,0
901,902,Arabica,Taiwan,Asia,81.58,7.0,7.33,7.17,7.08,7.08,8.33,8.25,0
902,903,Arabica,Brazil,South America,81.58,7.33,7.42,7.42,7.33,7.33,7.5,7.25,0
903,904,Arabica,Guatemala,North America,81.58,7.17,7.42,7.33,7.17,7.58,7.42,7.5,0
904,905,Arabica,Mexico,North America,81.58,7.33,7.67,7.5,7.42,7.5,6.75,7.42,0
905,906,Arabica,Mexico,North America,81.58,7.33,7.33,7.5,7.25,7.5,7.5,7.17,0
906,907,Arabica,Mexico,North America,81.58,7.67,7.67,7.58,7.42,7.58,7.58,7.42,0
907,908,Arabica,Thailand,Asia,81.58,7.33,7.08,7.33,7.58,7.58,7.17,7.5,0
908,909,Arabica,Thailand,Asia,81.58,7.33,7.33,7.33,7.17,7.5,7.58,7.33,0
909,910,Arabica,Costa Rica,North America,81.58,7.25,7.25,7.17,7.33,7.33,7.5,7.75,0
910,911,Arabica,Guatemala,North America,81.5,7.58,7.67,7.58,7.17,7.42,7.33,7.42,0
911,912,Arabica,Nicaragua,North America,81.5,7.33,7.5,7.42,7.33,7.33,7.25,7.33,0
912,913,Arabica,Honduras,North America,81.5,7.33,7.5,7.5,7.33,7.42,7.17,7.25,0
913,914,Arabica,Guatemala,North America,81.5,7.33,7.5,7.42,7.25,7.25,7.5,7.25,0
914,915,Arabica,Taiwan,Asia,81.5,7.33,7.5,7.42,7.33,7.08,7.58,7.25,0
915,916,Arabica,Myanmar,Asia,81.5,7.42,7.25,7.42,7.25,7.5,7.33,7.33,0
916,917,Arabica,Costa Rica,North America,81.5,7.33,7.83,7.33,7.08,7.08,7.33,7.5,0
917,918,Arabica,Malawi,Africa,81.5,7.33,7.67,7.42,6.92,7.5,7.5,7.17,0
918,919,Arabica,Guatemala,North America,81.5,7.17,7.5,7.42,7.17,7.58,7.25,7.42,0
919,920,Arabica,Taiwan,Asia,81.5,7.5,7.42,7.33,7.67,7.33,7.42,7.5,0
920,921,Arabica,Brazil,South America,81.5,7.75,7.58,7.5,7.5,7.67,7.67,7.83,0
921,922,Arabica,Haiti,North America,81.5,7.33,7.42,7.33,7.25,7.42,7.42,7.33,0
922,923,Arabica,Taiwan,Asia,81.5,7.42,7.5,7.42,7.25,7.25,7.33,7.33,0
923,924,Arabica,Mexico,North America,81.5,7.25,7.33,7.33,7.17,7.42,7.5,7.5,0
924,925,Arabica,Mexico,North America,81.5,7.17,7.58,7.42,7.25,7.42,7.33,7.33,0
925,926,Arabica,Mexico,North America,81.5,7.08,7.42,7.25,7.17,7.42,7.17,8.0,0
926,927,Arabica,Mexico,North America,81.5,7.25,7.33,7.5,7.33,7.33,7.33,7.42,0
927,928,Arabica,Mexico,North America,81.5,7.5,7.42,7.42,7.33,7.17,7.25,7.42,0
928,929,Arabica,Mexico,North America,81.5,7.42,7.5,7.5,7.25,7.5,7.42,7.58,0
929,930,Arabica,Indonesia,Asia,81.5,7.17,7.75,7.17,7.17,7.33,7.58,7.33,0
930,931,Arabica,Brazil,South America,81.5,7.17,7.5,7.42,7.17,7.42,7.5,7.33,0
931,932,Arabica,Guatemala,North America,81.5,7.42,7.33,7.5,7.33,7.42,7.17,7.33,0
932,933,Arabica,Colombia,South America,81.5,7.33,7.42,7.42,7.17,7.42,7.42,7.33,0
933,934,Arabica,United States of America,North America,81.5,7.33,7.33,7.33,7.33,7.5,7.5,7.83,0
934,935,Arabica,Mexico,North America,81.42,7.25,7.58,7.33,7.08,7.33,7.5,7.33,0
935,936,Arabica,Guatemala,North America,81.42,7.42,7.42,7.33,7.08,7.58,7.33,7.25,0
936,937,Arabica,Brazil,South America,81.42,7.5,7.33,7.5,7.5,7.33,6.83,7.42,0
937,938,Arabica,Honduras,North America,81.42,7.25,7.5,7.33,7.17,7.25,7.5,7.42,0
938,939,Arabica,Taiwan,Asia,81.42,7.08,7.83,7.75,7.42,7.17,7.08,7.08,0
939,940,Arabica,Malawi,Africa,81.42,7.42,7.58,7.17,7.33,7.42,7.08,7.42,0
940,941,Arabica,Brazil,South America,81.42,7.42,7.25,7.5,7.42,7.17,7.33,7.33,0
941,942,Arabica,Guatemala,North America,81.42,7.08,7.42,7.5,7.17,7.42,7.42,7.42,0
942,943,Arabica,Mexico,North America,81.42,7.33,7.67,7.33,7.25,7.17,7.25,7.42,0
943,944,Arabica,Peru,South America,81.42,7.25,7.42,7.42,7.17,7.33,7.42,7.42,0
944,945,Arabica,Guatemala,North America,81.42,7.08,7.42,7.33,7.25,7.42,7.42,7.5,0
945,946,Arabica,Mexico,North America,81.42,7.58,7.42,7.33,7.25,7.17,7.25,7.42,0
946,947,Arabica,Mexico,North America,81.42,7.25,7.42,7.42,7.25,7.25,7.5,7.33,0
947,948,Arabica,Colombia,South America,81.42,7.17,7.5,7.42,7.25,7.17,7.17,7.75,0
948,949,Arabica,Colombia,South America,81.42,7.33,7.75,7.33,7.42,7.0,7.33,7.25,0
949,950,Arabica,United States of America,North America,81.42,6.92,7.83,7.0,7.0,7.58,7.58,7.5,0
950,951,Arabica,Colombia,South America,81.33,7.25,7.5,7.33,7.33,7.17,7.33,7.42,0
951,952,Arabica,Honduras,North America,81.33,7.33,7.5,7.5,7.0,7.17,7.5,7.33,0
952,953,Arabica,Mexico,North America,81.33,7.17,7.67,7.42,7.0,7.42,7.58,7.08,0
953,954,Arabica,Brazil,South America,81.33,7.33,7.25,7.33,7.33,7.33,7.33,7.42,0
954,955,Arabica,Honduras,North America,81.33,7.42,7.58,7.42,7.17,7.42,7.17,7.17,0
955,956,Arabica,Brazil,South America,81.33,7.42,7.17,7.33,7.42,7.25,7.42,7.33,0
956,957,Arabica,Philippines,Asia,81.33,7.33,7.08,7.33,7.42,7.33,7.33,7.5,0
957,958,Arabica,Malawi,Africa,81.33,7.25,7.75,7.33,7.08,7.33,7.33,7.25,0
958,959,Arabica,Honduras,North America,81.33,7.33,7.33,7.33,7.17,7.33,7.5,7.33,0
959,960,Arabica,Mexico,North America,81.33,7.25,7.58,7.42,7.25,7.33,7.25,7.25,0
960,961,Arabica,Mexico,North America,81.33,7.25,7.33,7.25,7.17,7.42,7.58,7.33,0
961,962,Arabica,Brazil,South America,81.33,7.58,7.5,7.58,7.5,7.5,7.75,7.83,0
962,963,Arabica,Taiwan,Asia,81.25,5.25,7.83,7.75,7.67,7.83,7.83,7.75,0
963,964,Arabica,Brazil,South America,81.25,7.33,7.17,7.42,7.17,7.08,6.92,8.17,0
964,965,Arabica,Nicaragua,North America,81.25,7.5,7.08,7.5,7.33,7.17,7.42,7.25,0
965,966,Arabica,Honduras,North America,81.25,7.42,7.42,7.17,7.17,7.5,7.33,7.25,0
966,967,Arabica,Guatemala,North America,81.25,7.33,7.33,7.42,7.17,7.25,7.42,7.33,0
967,968,Arabica,Tanzania,Africa,81.25,7.42,7.33,7.17,7.17,7.5,7.25,7.42,0
968,969,Arabica,Taiwan,Asia,81.25,7.25,7.5,7.5,7.25,7.25,7.25,7.25,0
969,970,Arabica,Guatemala,North America,81.25,7.08,7.5,7.33,7.5,7.58,7.0,7.25,0
970,971,Arabica,Mexico,North America,81.25,7.5,7.42,7.42,7.33,7.33,7.5,7.42,0
971,972,Arabica,Nicaragua,North America,81.17,7.25,7.33,7.5,7.17,7.17,7.58,7.17,0
972,973,Arabica,Tanzania,Africa,81.17,7.17,7.67,7.17,7.17,7.33,7.5,7.17,0
973,974,Arabica,Mexico,North America,81.17,7.17,7.75,7.58,7.08,7.25,7.08,7.25,0
974,975,Arabica,Costa Rica,North America,81.17,7.42,7.5,7.5,7.33,7.17,7.08,7.17,0
975,976,Arabica,Honduras,North America,81.17,7.33,7.42,7.33,7.0,7.42,7.33,7.33,0
976,977,Arabica,Thailand,Asia,81.17,7.42,6.83,7.42,7.42,7.17,7.5,7.42,0
977,978,Arabica,Philippines,Asia,81.17,7.25,7.25,7.25,7.25,7.08,7.58,7.5,0
978,979,Arabica,Tanzania,Africa,81.17,7.33,7.58,7.17,7.17,7.33,7.33,7.25,0
979,980,Arabica,Malawi,Africa,81.17,7.25,7.58,7.25,7.33,7.08,7.33,7.33,0
980,981,Arabica,Costa Rica,North America,81.17,7.25,7.33,7.08,7.33,7.25,7.33,7.58,0
981,982,Arabica,Brazil,South America,81.17,7.17,7.42,7.42,7.17,7.42,7.33,7.25,0
982,983,Arabica,Mexico,North America,81.17,7.08,7.42,7.25,7.08,7.75,7.42,7.17,0
983,984,Arabica,Guatemala,North America,81.17,7.25,7.42,7.25,7.33,7.25,7.25,7.42,0
984,985,Arabica,Brazil,South America,81.17,7.08,7.42,7.33,7.25,7.42,7.5,7.17,0
985,986,Arabica,United States of America,North America,81.17,7.75,7.25,7.75,7.67,7.67,7.42,7.67,0
986,987,Arabica,Ethiopia,Africa,81.08,7.25,7.42,7.33,7.17,7.33,7.42,7.17,0
987,988,Arabica,Brazil,South America,81.08,7.33,7.58,7.42,7.5,7.25,7.75,7.58,0
988,989,Arabica,Nicaragua,North America,81.08,7.0,7.33,7.33,7.33,7.42,7.33,7.33,0
989,990,Arabica,United States of America,North America,81.08,7.17,7.42,7.17,7.33,7.42,7.25,7.33,0
990,991,Arabica,Tanzania,Africa,81.08,7.17,7.42,7.33,7.33,7.25,7.25,7.33,0
991,992,Arabica,Costa Rica,North America,81.08,7.17,7.42,7.25,7.17,7.25,7.25,7.58,0
992,993,Arabica,United States of America,North America,81.08,8.5,7.67,7.75,7.67,7.58,7.58,7.67,0
993,994,Arabica,Mexico,North America,81.08,7.25,7.25,7.42,7.33,7.33,7.17,7.33,0
994,995,Arabica,Mexico,North America,81.08,7.08,7.33,7.25,7.33,7.42,7.25,7.42,0
995,996,Arabica,Mexico,North America,81.08,7.25,7.33,7.33,7.25,7.42,7.25,7.25,0
996,997,Arabica,Mexico,North America,81.08,7.25,7.42,7.33,7.25,7.42,7.17,7.25,0
997,998,Arabica,United States of America,North America,81.08,7.33,7.42,7.42,7.25,7.58,6.92,7.17,0
998,999,Arabica,Brazil,South America,81.0,7.33,7.25,7.25,7.17,7.5,7.33,7.17,0
999,1000,Arabica,El Salvador,North America,81.0,7.25,7.42,7.08,7.08,7.33,7.25,7.58,0
1000,1001,Arabica,Brazil,South America,81.0,7.17,7.33,7.17,7.17,7.67,7.33,7.17,0
1001,1002,Arabica,Guatemala,North America,81.0,7.25,7.42,7.25,7.17,7.5,7.25,7.17,0
1002,1003,Arabica,Colombia,South America,81.0,7.75,7.67,7.5,7.42,5.25,7.67,7.75,0
1003,1004,Arabica,Guatemala,North America,81.0,7.25,7.5,7.25,7.0,7.25,7.5,7.25,0
1004,1005,Arabica,Taiwan,Asia,81.0,7.33,7.25,7.17,7.17,7.25,7.5,7.33,0
1005,1006,Arabica,Honduras,North America,81.0,7.33,7.42,7.25,7.25,7.33,7.25,7.17,0
1006,1007,Arabica,Brazil,South America,81.0,7.75,7.67,7.75,7.83,7.75,7.83,7.75,0
1007,1008,Arabica,Tanzania,Africa,81.0,7.33,7.33,7.33,7.08,7.42,7.17,7.33,0
1008,1009,Arabica,Uganda,Africa,81.0,7.42,7.33,6.92,7.17,7.33,7.42,7.42,0
1009,1010,Arabica,Taiwan,Asia,81.0,7.25,7.5,6.92,7.33,7.33,7.33,7.33,0
1010,1011,Arabica,Thailand,Asia,81.0,7.17,7.33,7.42,7.25,7.42,7.25,7.17,0
1011,1012,Arabica,Mexico,North America,81.0,7.25,7.08,7.33,7.33,7.33,7.42,7.25,0
1012,1013,Arabica,Mexico,North America,81.0,7.5,7.58,7.67,7.5,7.67,7.58,7.5,0
1013,1014,Arabica,Taiwan,Asia,80.92,7.25,7.33,7.17,7.25,7.33,7.33,7.25,0
1014,1015,Arabica,Guatemala,North America,80.92,7.5,7.67,7.67,7.33,7.58,7.67,7.5,0
1015,1016,Arabica,Kenya,Africa,80.92,5.42,7.17,7.58,7.5,7.5,8.0,7.75,0
1016,1017,Arabica,Mexico,North America,80.92,7.33,7.5,7.33,7.17,7.42,7.5,7.33,0
1017,1018,Arabica,Myanmar,Asia,80.92,7.42,7.17,7.42,7.0,7.58,7.33,7.0,0
1018,1019,Arabica,United States of America,North America,80.92,7.25,7.42,7.08,7.17,7.17,7.58,7.25,0
1019,1020,Arabica,Tanzania,Africa,80.92,7.25,7.33,7.17,7.17,7.25,7.42,7.33,0
1020,1021,Arabica,Brazil,South America,80.92,7.25,7.25,7.33,7.25,7.25,7.25,7.33,0
1021,1022,Arabica,Taiwan,Asia,80.92,6.75,7.92,7.67,7.33,7.08,7.08,7.08,0
1022,1023,Arabica,Brazil,South America,80.92,7.33,7.17,7.42,7.17,7.25,7.25,7.33,0
1023,1024,Arabica,Nicaragua,North America,80.92,7.33,7.33,7.08,7.25,7.0,7.5,7.42,0
1024,1025,Arabica,Guatemala,North America,80.92,7.08,7.58,7.42,6.92,7.5,7.25,7.17,0
1025,1026,Arabica,Taiwan,Asia,80.92,7.25,7.42,7.25,7.25,7.25,7.25,7.25,0
1026,1027,Arabica,Taiwan,Asia,80.92,7.17,7.25,7.17,7.08,7.08,7.08,8.08,0
1027,1028,Arabica,Taiwan,Asia,80.92,7.25,7.42,7.25,7.25,7.25,7.25,7.25,0
1028,1029,Arabica,Mexico,North America,80.92,7.0,7.58,7.33,7.08,7.5,7.17,7.25,0
1029,1030,Arabica,Thailand,Asia,80.92,6.83,7.67,7.58,7.33,7.33,7.17,7.0,0
1030,1031,Arabica,Laos,Asia,80.83,7.33,7.42,7.33,7.17,7.17,7.17,7.25,0
1031,1032,Arabica,Guatemala,North America,80.83,7.08,7.67,7.25,7.08,7.33,7.17,7.25,0
1032,1033,Arabica,Mexico,North America,80.83,7.33,7.17,7.08,7.25,7.42,7.25,7.33,0
1033,1034,Arabica,Mexico,North America,80.83,7.17,7.33,7.25,7.33,7.33,7.25,7.17,0
1034,1035,Arabica,Mexico,North America,80.83,7.25,7.5,7.17,7.33,7.25,7.17,7.17,0
1035,1036,Arabica,United States of America,North America,80.83,7.0,7.42,7.33,7.0,7.25,7.33,7.5,0
1036,1037,Arabica,Colombia,South America,80.83,7.33,7.33,7.33,7.0,6.83,7.33,7.67,0
1037,1038,Arabica,Brazil,South America,80.75,7.25,7.17,7.25,7.08,7.17,7.25,7.58,0
1038,1039,Arabica,Myanmar,Asia,80.75,7.17,6.92,7.5,7.0,7.58,7.5,7.08,0
1039,1040,Arabica,Guatemala,North America,80.75,7.17,7.5,7.33,7.0,7.42,7.17,7.17,0
1040,1041,Arabica,Nicaragua,North America,80.75,7.25,7.25,7.25,7.17,7.25,7.33,7.25,0
1041,1042,Arabica,Honduras,North America,80.75,7.08,7.5,7.33,7.0,7.42,7.25,7.17,0
1042,1043,Arabica,Panama,North America,80.75,7.17,7.25,7.33,7.17,7.33,7.33,7.17,0
1043,1044,Arabica,Honduras,North America,80.75,7.17,7.42,7.17,7.08,7.42,7.25,7.25,0
1044,1045,Arabica,Honduras,North America,80.75,7.0,7.25,7.33,7.08,7.5,7.25,7.33,0
1045,1046,Arabica,Costa Rica,North America,80.75,7.25,7.33,7.33,7.25,7.25,7.17,7.17,0
1046,1047,Arabica,Mexico,North America,80.75,7.5,7.58,7.33,7.42,7.25,7.5,7.5,0
1047,1048,Arabica,Haiti,North America,80.75,7.25,7.42,7.0,7.42,7.25,7.08,7.33,0
1048,1049,Arabica,United States of America,North America,80.75,6.92,7.08,7.33,7.17,7.25,7.33,7.67,0
1049,1050,Arabica,Taiwan,Asia,80.67,7.33,7.33,7.08,7.08,7.08,7.42,7.33,0
1050,1051,Arabica,Indonesia,Asia,80.67,7.33,7.58,7.42,7.0,7.67,7.5,7.5,0
1051,1052,Arabica,Guatemala,North America,80.67,7.0,7.67,7.42,6.83,7.17,7.42,7.17,0
1052,1053,Arabica,Costa Rica,North America,80.67,8.0,7.83,7.5,7.67,7.67,7.83,7.5,0
1053,1054,Arabica,Malawi,Africa,80.67,7.17,7.5,7.25,7.17,7.17,7.25,7.17,0
1054,1055,Arabica,Mexico,North America,80.67,7.25,7.25,7.17,7.17,7.25,7.17,7.42,0
1055,1056,Arabica,Colombia,South America,80.67,8.5,7.67,7.5,7.42,7.67,7.5,7.75,0
1056,1057,Arabica,Guatemala,North America,80.67,7.33,7.67,7.17,7.0,7.5,7.0,7.0,0
1057,1058,Arabica,Guatemala,North America,80.67,7.17,7.0,7.33,7.5,7.33,7.0,7.33,0
1058,1059,Arabica,Guatemala,North America,80.67,7.33,7.0,7.5,7.33,7.17,7.17,7.17,0
1059,1060,Arabica,Colombia,South America,80.67,7.25,7.17,7.25,7.08,7.42,7.08,7.42,0
1060,1061,Arabica,Brazil,South America,80.58,7.42,7.33,7.25,7.33,7.08,7.58,7.25,0
1061,1062,Arabica,Nicaragua,North America,80.58,7.33,7.08,7.5,7.0,7.25,7.42,7.0,0
1062,1063,Arabica,Tanzania,Africa,80.58,7.25,7.25,7.08,7.08,7.33,7.33,7.25,0
1063,1064,Arabica,Brazil,South America,80.58,7.25,7.42,7.25,7.33,7.0,7.08,7.25,0
1064,1065,Arabica,Honduras,North America,80.58,7.17,7.5,7.17,7.0,7.42,7.33,7.0,0
1065,1066,Arabica,Guatemala,North America,80.58,7.25,7.17,7.42,6.83,7.5,7.17,7.25,0
1066,1067,Arabica,United States of America,North America,80.58,7.83,7.42,7.58,7.5,7.92,7.83,7.83,0
1067,1068,Arabica,Colombia,South America,80.58,7.33,7.08,7.25,7.0,7.5,7.08,7.33,0
1068,1069,Arabica,Taiwan,Asia,80.5,7.17,7.17,7.17,7.17,7.42,7.17,7.25,0
1069,1070,Arabica,Guatemala,North America,80.5,7.25,7.33,7.25,7.08,7.17,7.25,7.17,0
1070,1071,Arabica,Honduras,North America,80.5,7.0,7.58,7.33,7.0,7.17,7.33,7.08,0
1071,1072,Arabica,Mauritius,,80.5,7.25,7.25,7.25,7.17,7.17,7.25,7.17,0
1072,1073,Arabica,Brazil,South America,80.5,7.33,7.25,7.33,7.17,7.5,7.33,7.25,0
